sample_idx,original_id,shuffled_id,population,category,A,N,seed,original_multiset_sha,shuffled_multiset_sha,first5_orig,first5_shuf
161,tot3_0321,tot3_0321_shuf,S4,totalistic_3state,3,500,18340115310853323628,c9f1baa9cf4a0d33,c9f1baa9cf4a0d33,1 2 0 0 0,0 0 0 0 0
162,tot3_0342,tot3_0342_shuf,S4,totalistic_3state,3,500,5277080978037373240,2a043b69e9a3de6a,2a043b69e9a3de6a,1 0 0 0 0,0 0 0 0 0
163,tot3_0352,tot3_0352_shuf,S4,totalistic_3state,3,500,7696837350791457101,f20451d55ca74397,f20451d55ca74397,1 0 1 0 1,1 1 1 1 1
164,tot3_0359,tot3_0359_shuf,S4,totalistic_3state,3,500,13897247470893202414,8c12aba0e126600f,8c12aba0e126600f,1 2 0 2 0,2 0 2 2 2
165,tot3_0362,tot3_0362_shuf,S4,totalistic_3state,3,500,17018757277992117537,3d9a48a984c602bb,3d9a48a984c602bb,1 0 2 1 1,1 1 1 1 1
166,tot3_0376,tot3_0376_shuf,S4,totalistic_3state,3,500,8549751252433903980,8c12aba0e126600f,8c12aba0e126600f,1 2 0 2 0,2 2 0 2 2
167,tot3_0403,tot3_0403_shuf,S4,totalistic_3state,3,500,1149434153206558805,8c12aba0e126600f,8c12aba0e126600f,1 2 0 2 0,2 2 2 2 2
168,tot3_0451,tot3_0451_shuf,S4,totalistic_3state,3,500,4089289328574311576,3792afb4467f600c,3792afb4467f600c,1 0 1 0 2,1 1 1 1 1
169,tot3_0458,tot3_0458_shuf,S4,totalistic_3state,3,500,9714250785814957141,8c12aba0e126600f,8c12aba0e126600f,1 2 0 2 0,0 0 2 0 0
170,tot3_0480,tot3_0480_shuf,S4,totalistic_3state,3,500,3381853637622746776,9e3fb7cedaaecd73,9e3fb7cedaaecd73,1 1 2 0 2,0 0 0 0 0
171,tot3_0482,tot3_0482_shuf,S4,totalistic_3state,3,500,7149718011650079460,b2230c5aadb34604,b2230c5aadb34604,1 1 2 0 2,0 2 0 2 0
172,tot3_0496,tot3_0496_shuf,S4,totalistic_3state,3,500,568964439438446504,f64da1c142bddcd2,f64da1c142bddcd2,1 0 1 0 1,0 1 0 0 1
173,tot3_0498,tot3_0498_shuf,S4,totalistic_3state,3,500,6173535261683917053,6d5546a6b0ba686c,6d5546a6b0ba686c,1 1 0 1 0,0 0 0 0 0
174,tot3_0507,tot3_0507_shuf,S4,totalistic_3state,3,500,2277260558161337440,9833b3b0c3b4abb7,9833b3b0c3b4abb7,1 1 0 0 0,0 0 0 0 0
175,tot3_0515,tot3_0515_shuf,S4,totalistic_3state,3,500,15669370624664180008,d94c8972410c7ba2,d94c8972410c7ba2,1 0 2 0 2,0 2 0 2 2
176,tot3_0521,tot3_0521_shuf,S4,totalistic_3state,3,500,3242687672941835944,8c12aba0e126600f,8c12aba0e126600f,1 2 0 2 0,2 0 0 2 0
177,tot3_0545,tot3_0545_shuf,S4,totalistic_3state,3,500,9098288751652331549,61a8bdf6de4f20fe,61a8bdf6de4f20fe,1 1 2 0 2,2 0 0 2 0
178,tot3_0548,tot3_0548_shuf,S4,totalistic_3state,3,500,6194288872026649896,8c12aba0e126600f,8c12aba0e126600f,1 2 0 2 0,2 0 0 2 0
179,tot3_0560,tot3_0560_shuf,S4,totalistic_3state,3,500,5304481724508148771,d94c8972410c7ba2,d94c8972410c7ba2,1 0 2 0 2,0 0 2 2 0
180,tot3_0562,tot3_0562_shuf,S4,totalistic_3state,3,500,10416611206884840014,3f2fd05c0bfa5ed7,3f2fd05c0bfa5ed7,1 1 2 0 1,2 2 2 0 1
181,tot3_0569,tot3_0569_shuf,S4,totalistic_3state,3,500,6712734834602183543,d94c8972410c7ba2,d94c8972410c7ba2,1 0 2 0 2,2 0 0 2 2
182,tot3_0593,tot3_0593_shuf,S4,totalistic_3state,3,500,16375449306293688843,8c12aba0e126600f,8c12aba0e126600f,1 2 0 2 0,0 0 0 2 0
183,tot3_0594,tot3_0594_shuf,S4,totalistic_3state,3,500,4058289143111736234,2a043b69e9a3de6a,2a043b69e9a3de6a,1 0 0 0 0,0 0 0 0 0
184,tot3_0600,tot3_0600_shuf,S4,totalistic_3state,3,500,9094347842814602946,635284103a074b97,635284103a074b97,1 2 0 0 1,1 0 0 0 2
185,tot3_0604,tot3_0604_shuf,S4,totalistic_3state,3,500,9457554340340505943,32589b87c33b18ad,32589b87c33b18ad,1 0 1 0 1,1 1 1 1 1
186,tot3_0664,tot3_0664_shuf,S4,totalistic_3state,3,500,11931898567946788377,0e3aa74d1e117d74,0e3aa74d1e117d74,1 2 0 2 0,0 1 0 0 0
187,tot3_0674,tot3_0674_shuf,S4,totalistic_3state,3,500,17974660919668639149,8c12aba0e126600f,8c12aba0e126600f,1 2 0 2 0,2 2 0 2 2
188,tot3_0696,tot3_0696_shuf,S4,totalistic_3state,3,500,4160634616640711707,4131026ade0a596b,4131026ade0a596b,1 1 1 2 0,0 0 0 0 2
189,tot3_0706,tot3_0706_shuf,S4,totalistic_3state,3,500,5272619778298697880,3f2fd05c0bfa5ed7,3f2fd05c0bfa5ed7,1 1 2 0 1,0 1 1 0 2
190,tot3_0731,tot3_0731_shuf,S4,totalistic_3state,3,500,13255834141680910471,d97e51194fefb580,d97e51194fefb580,1 0 2 0 2,0 2 1 0 2
191,tot3_0744,tot3_0744_shuf,S4,totalistic_3state,3,500,2111794986819009432,9833b3b0c3b4abb7,9833b3b0c3b4abb7,1 2 1 2 0,0 0 0 0 0
192,tot3_0763,tot3_0763_shuf,S4,totalistic_3state,3,500,6939221330512484676,c39048a00aee81ff,c39048a00aee81ff,1 2 1 2 1,1 2 1 1 0
193,tot3_0767,tot3_0767_shuf,S4,totalistic_3state,3,500,13667738150115686380,672244854523b2f8,672244854523b2f8,1 0 2 0 1,1 1 1 1 1
194,tot3_0816,tot3_0816_shuf,S4,totalistic_3state,3,500,5195445781201369667,a724f3352a6d5bf9,a724f3352a6d5bf9,1 2 1 0 0,0 0 0 1 0
195,tot3_0818,tot3_0818_shuf,S4,totalistic_3state,3,500,14641667636021851144,927b50146f025010,927b50146f025010,1 2 1 0 2,0 1 1 2 1
196,tot3_0839,tot3_0839_shuf,S4,totalistic_3state,3,500,16055350202445806787,f69a1f3e7d583e95,f69a1f3e7d583e95,1 0 2 0 0,0 2 1 2 0
197,tot3_0843,tot3_0843_shuf,S4,totalistic_3state,3,500,10232214476743025030,d2ca5d5132d3bc9a,d2ca5d5132d3bc9a,1 2 1 1 2,2 0 2 0 0
198,tot3_0863,tot3_0863_shuf,S4,totalistic_3state,3,500,8761387290843840936,ed634a961a1c2f3a,ed634a961a1c2f3a,1 2 1 1 1,1 1 1 1 2
199,tot3_0870,tot3_0870_shuf,S4,totalistic_3state,3,500,3934202257787328071,1e61946d7d666254,1e61946d7d666254,1 2 1 2 0,2 1 2 2 2
200,tot3_0892,tot3_0892_shuf,S4,totalistic_3state,3,500,9228944663452219252,f64da1c142bddcd2,f64da1c142bddcd2,1 0 1 0 1,1 0 0 0 0
201,tot3_0899,tot3_0899_shuf,S4,totalistic_3state,3,500,8710240459371110398,927b50146f025010,927b50146f025010,1 2 1 0 2,2 0 2 1 2
202,tot3_0951,tot3_0951_shuf,S4,totalistic_3state,3,500,13081854303437233646,9833b3b0c3b4abb7,9833b3b0c3b4abb7,1 2 1 0 2,0 0 0 0 0
203,tot3_0953,tot3_0953_shuf,S4,totalistic_3state,3,500,7412283966417238747,1c6ddcea5e0c7bee,1c6ddcea5e0c7bee,1 2 1 2 1,1 1 2 1 2
204,tot3_0964,tot3_0964_shuf,S4,totalistic_3state,3,500,5310619889765059405,766e258d8b43fabe,766e258d8b43fabe,1 0 1 0 2,2 0 1 1 0
205,tot3_0977,tot3_0977_shuf,S4,totalistic_3state,3,500,13202171380840269326,d97e51194fefb580,d97e51194fefb580,1 1 0 2 0,0 0 2 2 1
206,tot3_0984,tot3_0984_shuf,S4,totalistic_3state,3,500,3222073151234916020,6d5546a6b0ba686c,6d5546a6b0ba686c,1 1 0 1 0,0 0 0 0 0
207,tot3_1017,tot3_1017_shuf,S4,totalistic_3state,3,500,11297315342513122951,2a043b69e9a3de6a,2a043b69e9a3de6a,1 0 0 0 0,0 0 0 0 0
208,tot3_1025,tot3_1025_shuf,S4,totalistic_3state,3,500,16485926628654009995,ed634a961a1c2f3a,ed634a961a1c2f3a,1 2 1 1 1,1 1 1 1 1
209,tot3_1035,tot3_1035_shuf,S4,totalistic_3state,3,500,10894454729107506813,2a043b69e9a3de6a,2a043b69e9a3de6a,1 0 0 0 0,0 0 0 0 0
210,tot3_1054,tot3_1054_shuf,S4,totalistic_3state,3,500,10472148579460426117,f64da1c142bddcd2,f64da1c142bddcd2,1 0 1 0 1,0 0 1 0 1
211,tot3_1069,tot3_1069_shuf,S4,totalistic_3state,3,500,13347704626773118218,13462f507c501c0e,13462f507c501c0e,1 2 1 0 1,1 1 1 0 1
212,tot3_1097,tot3_1097_shuf,S4,totalistic_3state,3,500,8040260878780010556,ed634a961a1c2f3a,ed634a961a1c2f3a,1 2 1 1 1,1 1 1 1 1
213,tot3_1105,tot3_1105_shuf,S4,totalistic_3state,3,500,18020400382379653239,ed634a961a1c2f3a,ed634a961a1c2f3a,1 2 1 1 1,1 1 1 1 1
214,tot3_1115,tot3_1115_shuf,S4,totalistic_3state,3,500,9888777162722421411,1c6ddcea5e0c7bee,1c6ddcea5e0c7bee,1 2 1 2 1,2 1 1 1 2
215,tot3_1127,tot3_1127_shuf,S4,totalistic_3state,3,500,17199769734295841800,f8087c5e4427d031,f8087c5e4427d031,1 0 2 1 2,1 2 2 1 1
216,tot3_1130,tot3_1130_shuf,S4,totalistic_3state,3,500,14113957447017482325,a5a5ca5b9b2003df,a5a5ca5b9b2003df,1 1 2 1 2,1 1 1 1 2
217,tot3_1144,tot3_1144_shuf,S4,totalistic_3state,3,500,7941522824274334140,f64da1c142bddcd2,f64da1c142bddcd2,1 0 1 0 1,0 1 1 0 0
218,tot3_1148,tot3_1148_shuf,S4,totalistic_3state,3,500,9651430232033943572,194d189c2d808382,194d189c2d808382,1 1 0 2 1,1 2 2 1 0
219,tot3_1157,tot3_1157_shuf,S4,totalistic_3state,3,500,11703909245359539323,927b50146f025010,927b50146f025010,1 1 0 2 2,1 2 0 2 2
220,tot3_1167,tot3_1167_shuf,S4,totalistic_3state,3,500,17101201103414188898,3ed2de05c480e591,3ed2de05c480e591,1 2 1 1 1,2 1 1 1 1
221,tot3_1194,tot3_1194_shuf,S4,totalistic_3state,3,500,12985912771210757505,ed634a961a1c2f3a,ed634a961a1c2f3a,1 2 1 1 1,1 1 1 1 1
222,tot3_1197,tot3_1197_shuf,S4,totalistic_3state,3,500,14508374938924448342,2a043b69e9a3de6a,2a043b69e9a3de6a,1 0 0 0 0,0 0 0 0 0
223,tot3_1200,tot3_1200_shuf,S4,totalistic_3state,3,500,9050252027213836634,1c6ddcea5e0c7bee,1c6ddcea5e0c7bee,1 1 2 2 1,1 2 2 2 2
224,tot3_1204,tot3_1204_shuf,S4,totalistic_3state,3,500,11716539264025585487,1c6ddcea5e0c7bee,1c6ddcea5e0c7bee,1 2 1 2 1,2 2 1 1 1
225,tot3_1213,tot3_1213_shuf,S4,totalistic_3state,3,500,937508332043736957,1c6ddcea5e0c7bee,1c6ddcea5e0c7bee,1 2 1 2 1,1 2 2 2 1
226,tot3_1217,tot3_1217_shuf,S4,totalistic_3state,3,500,13125577174198405715,d97e51194fefb580,d97e51194fefb580,1 0 2 0 2,1 2 0 0 1
227,tot3_1218,tot3_1218_shuf,S4,totalistic_3state,3,500,7814766374260789027,697a1466698e4d1b,697a1466698e4d1b,1 1 0 0 0,0 0 0 0 0
228,tot3_1239,tot3_1239_shuf,S4,totalistic_3state,3,500,17677448498929964204,6f79a543b7971597,6f79a543b7971597,1 2 1 2 2,1 2 2 1 1
229,tot3_1250,tot3_1250_shuf,S4,totalistic_3state,3,500,5693217033670289115,ed634a961a1c2f3a,ed634a961a1c2f3a,1 2 1 1 1,1 1 1 1 1
230,tot3_1251,tot3_1251_shuf,S4,totalistic_3state,3,500,13113014397689547393,2a043b69e9a3de6a,2a043b69e9a3de6a,1 0 0 0 0,0 0 0 0 0
231,tot3_1270,tot3_1270_shuf,S4,totalistic_3state,3,500,4277523465880693152,3fc637ccedf0e637,3fc637ccedf0e637,1 0 1 0 1,2 2 1 1 1
232,tot3_1282,tot3_1282_shuf,S4,totalistic_3state,3,500,3994811128067624973,a5a5ca5b9b2003df,a5a5ca5b9b2003df,1 1 2 1 2,1 1 1 1 2
233,tot3_1316,tot3_1316_shuf,S4,totalistic_3state,3,500,8577245885780018218,41798d4cadb1ae2f,41798d4cadb1ae2f,1 0 2 1 2,2 2 0 1 2
234,tot3_1318,tot3_1318_shuf,S4,totalistic_3state,3,500,12105575844778213019,1729ce92c1f03d13,1729ce92c1f03d13,1 1 0 1 0,0 0 0 1 1
235,tot3_1325,tot3_1325_shuf,S4,totalistic_3state,3,500,7092897235807302591,f69a1f3e7d583e95,f69a1f3e7d583e95,1 0 2 0 0,0 2 0 1 1
236,tot3_1329,tot3_1329_shuf,S4,totalistic_3state,3,500,13080243517929623201,2267cc038b0963d7,2267cc038b0963d7,1 2 1 1 2,0 1 0 1 1
237,tot3_1349,tot3_1349_shuf,S4,totalistic_3state,3,500,1023601517469445087,ed634a961a1c2f3a,ed634a961a1c2f3a,1 2 1 1 1,1 1 1 1 1
238,tot3_1350,tot3_1350_shuf,S4,totalistic_3state,3,500,1967068136362038362,2a043b69e9a3de6a,2a043b69e9a3de6a,1 0 0 0 0,0 0 0 0 0
239,tot3_1355,tot3_1355_shuf,S4,totalistic_3state,3,500,18130349354212546948,a5a5ca5b9b2003df,a5a5ca5b9b2003df,1 1 2 1 2,2 2 2 1 2
240,tot3_1371,tot3_1371_shuf,S4,totalistic_3state,3,500,14746047403465782649,a5a5ca5b9b2003df,a5a5ca5b9b2003df,1 1 2 1 2,1 2 2 1 1
241,tot3_1376,tot3_1376_shuf,S4,totalistic_3state,3,500,16315739922292695938,1c6ddcea5e0c7bee,1c6ddcea5e0c7bee,1 2 1 2 1,1 1 2 2 2
242,tot3_1411,tot3_1411_shuf,S4,totalistic_3state,3,500,1564583906445705427,fc8f5aba302bee5f,fc8f5aba302bee5f,1 2 1 2 1,1 1 1 1 1
243,tot3_1418,tot3_1418_shuf,S4,totalistic_3state,3,500,15856247054106724115,03e2a3588e7f31ec,03e2a3588e7f31ec,1 1 1 2 1,1 1 1 1 1
244,tot3_1425,tot3_1425_shuf,S4,totalistic_3state,3,500,16308533800658832052,f3d10a5410f7f8c8,f3d10a5410f7f8c8,1 1 1 2 1,1 1 1 1 1
245,tot3_1442,tot3_1442_shuf,S4,totalistic_3state,3,500,8696762274952271342,99f0ebbaebe99d32,99f0ebbaebe99d32,1 0 2 2 1,2 1 2 2 2
246,tot3_1446,tot3_1446_shuf,S4,totalistic_3state,3,500,3003603803624646821,1c6ddcea5e0c7bee,1c6ddcea5e0c7bee,1 2 1 2 1,2 1 1 2 2
247,tot3_1450,tot3_1450_shuf,S4,totalistic_3state,3,500,6697089708949693966,ec2f919d842388b3,ec2f919d842388b3,1 0 1 0 2,1 2 1 2 1
248,tot3_1464,tot3_1464_shuf,S4,totalistic_3state,3,500,14864113080664338285,fd5d728a8f8a1778,fd5d728a8f8a1778,1 2 2 0 0,0 0 0 0 0
249,tot3_1476,tot3_1476_shuf,S4,totalistic_3state,3,500,4061470118974086366,2a043b69e9a3de6a,2a043b69e9a3de6a,1 0 0 0 0,0 0 0 0 0
250,tot3_1485,tot3_1485_shuf,S4,totalistic_3state,3,500,728240545748106228,2a043b69e9a3de6a,2a043b69e9a3de6a,1 0 0 0 0,0 0 0 0 0
251,tot3_1516,tot3_1516_shuf,S4,totalistic_3state,3,500,18363039945507534009,1c302f6f013c4778,1c302f6f013c4778,1 1 2 2 2,2 2 2 2 2
252,tot3_1534,tot3_1534_shuf,S4,totalistic_3state,3,500,7111770494892528559,1c302f6f013c4778,1c302f6f013c4778,1 1 2 2 2,2 2 2 2 2
253,tot3_1537,tot3_1537_shuf,S4,totalistic_3state,3,500,27716019666914564,bbc977f4c434de48,bbc977f4c434de48,1 2 2 2 2,2 2 2 2 2
254,tot3_1553,tot3_1553_shuf,S4,totalistic_3state,3,500,15448275402616762565,0a1452410cf823fa,0a1452410cf823fa,1 1 0 1 0,2 0 1 0 1
255,tot3_1597,tot3_1597_shuf,S4,totalistic_3state,3,500,9575228084798590534,1c302f6f013c4778,1c302f6f013c4778,1 1 2 2 2,2 2 2 2 2
256,tot3_1608,tot3_1608_shuf,S4,totalistic_3state,3,500,6541473218870589619,51761c5fd775e147,51761c5fd775e147,1 2 2 1 2,1 1 2 2 2
257,tot3_1621,tot3_1621_shuf,S4,totalistic_3state,3,500,12524205126915604473,f64da1c142bddcd2,f64da1c142bddcd2,1 0 1 0 1,1 0 1 0 1
258,tot3_1624,tot3_1624_shuf,S4,totalistic_3state,3,500,6772909530807337829,1729ce92c1f03d13,1729ce92c1f03d13,1 1 0 1 0,0 0 1 1 1
259,tot3_1626,tot3_1626_shuf,S4,totalistic_3state,3,500,5829338497937610620,bbc977f4c434de48,bbc977f4c434de48,1 2 2 2 2,2 2 2 2 2
260,tot3_1642,tot3_1642_shuf,S4,totalistic_3state,3,500,7708781990997087081,1729ce92c1f03d13,1729ce92c1f03d13,1 1 0 1 0,0 1 0 0 0
261,tot3_1646,tot3_1646_shuf,S4,totalistic_3state,3,500,13643859781219091433,bbc977f4c434de48,bbc977f4c434de48,1 2 2 2 2,2 2 2 2 2
262,tot3_1678,tot3_1678_shuf,S4,totalistic_3state,3,500,4893939633832823073,1c302f6f013c4778,1c302f6f013c4778,1 1 2 2 2,2 2 2 2 2
263,tot3_1682,tot3_1682_shuf,S4,totalistic_3state,3,500,2392268173928434913,bbc977f4c434de48,bbc977f4c434de48,1 2 2 2 2,2 2 2 2 2
264,tot3_1690,tot3_1690_shuf,S4,totalistic_3state,3,500,7845417094296490744,26e65e1333103654,26e65e1333103654,1 2 2 1 0,2 2 2 2 2
265,tot3_1699,tot3_1699_shuf,S4,totalistic_3state,3,500,6806793598255298145,bbc977f4c434de48,bbc977f4c434de48,1 2 2 2 2,2 2 2 2 1
266,tot3_1700,tot3_1700_shuf,S4,totalistic_3state,3,500,15388683093660655223,bbc977f4c434de48,bbc977f4c434de48,1 2 2 2 2,2 1 2 2 2
267,tot3_1710,tot3_1710_shuf,S4,totalistic_3state,3,500,7448006472349058008,2a043b69e9a3de6a,2a043b69e9a3de6a,1 0 0 0 0,0 0 0 0 0
268,tot3_1713,tot3_1713_shuf,S4,totalistic_3state,3,500,10185641987495917995,6d5546a6b0ba686c,6d5546a6b0ba686c,1 1 0 1 0,0 0 0 0 0
269,tot3_1714,tot3_1714_shuf,S4,totalistic_3state,3,500,14918610717374932540,1729ce92c1f03d13,1729ce92c1f03d13,1 1 0 1 0,1 0 0 1 0
270,tot3_1721,tot3_1721_shuf,S4,totalistic_3state,3,500,17925625967123807605,bb8fd9fef44d2f8f,bb8fd9fef44d2f8f,1 0 2 2 2,2 2 2 2 2
271,tot3_1727,tot3_1727_shuf,S4,totalistic_3state,3,500,6446196354177838007,bbc977f4c434de48,bbc977f4c434de48,1 2 2 2 2,2 2 2 2 2
272,tot3_1756,tot3_1756_shuf,S4,totalistic_3state,3,500,12501755542859904715,0c005358f2147890,0c005358f2147890,1 0 1 0 1,2 2 2 2 2
273,tot3_1784,tot3_1784_shuf,S4,totalistic_3state,3,500,1362142614173283248,f2df98060820eed8,f2df98060820eed8,1 0 2 0 2,2 2 1 2 0
274,tot3_1817,tot3_1817_shuf,S4,totalistic_3state,3,500,4708439585687458601,bbc977f4c434de48,bbc977f4c434de48,1 2 2 2 2,2 2 2 2 2
275,tot3_1842,tot3_1842_shuf,S4,totalistic_3state,3,500,15929999260319816464,3f59b0cf2b599733,3f59b0cf2b599733,1 2 2 1 1,2 2 0 2 2
276,tot3_1874,tot3_1874_shuf,S4,totalistic_3state,3,500,3782698109379326867,26c55749c4ed656a,26c55749c4ed656a,1 0 2 2 2,1 2 1 2 2
277,tot3_1897,tot3_1897_shuf,S4,totalistic_3state,3,500,7920526381289834357,bbc977f4c434de48,bbc977f4c434de48,1 2 2 2 2,2 2 2 2 2
278,tot3_1940,tot3_1940_shuf,S4,totalistic_3state,3,500,18090048867030009040,1c302f6f013c4778,1c302f6f013c4778,1 1 2 2 2,2 2 2 2 2
279,tot3_1942,tot3_1942_shuf,S4,totalistic_3state,3,500,754757740488969204,bbc977f4c434de48,bbc977f4c434de48,1 2 2 2 2,2 2 2 2 2
280,tot3_1943,tot3_1943_shuf,S4,totalistic_3state,3,500,6833004589784615211,bbc977f4c434de48,bbc977f4c434de48,1 2 2 2 2,2 2 2 2 2
281,tot3_1962,tot3_1962_shuf,S4,totalistic_3state,3,500,7610720168429600992,2a043b69e9a3de6a,2a043b69e9a3de6a,1 0 0 0 0,0 0 0 0 0
282,tot3_1966,tot3_1966_shuf,S4,totalistic_3state,3,500,4777123962672540108,1729ce92c1f03d13,1729ce92c1f03d13,1 1 0 1 0,1 0 0 1 1
283,tot3_1973,tot3_1973_shuf,S4,totalistic_3state,3,500,9445789367148902625,2de57c7308c0a951,2de57c7308c0a951,1 0 2 0 2,2 2 2 2 2
284,tot3_1981,tot3_1981_shuf,S4,totalistic_3state,3,500,12883688447392032743,32589b87c33b18ad,32589b87c33b18ad,1 0 1 0 1,1 1 0 1 1
285,tot3_1982,tot3_1982_shuf,S4,totalistic_3state,3,500,5020506119033878826,672244854523b2f8,672244854523b2f8,1 0 2 0 1,1 1 1 1 1
286,tot3_1998,tot3_1998_shuf,S4,totalistic_3state,3,500,4401704025472050826,2a043b69e9a3de6a,2a043b69e9a3de6a,1 0 0 0 0,0 0 0 0 0
287,tot3_1999,tot3_1999_shuf,S4,totalistic_3state,3,500,5329240433154796663,0c005358f2147890,0c005358f2147890,1 0 1 0 1,1 2 2 2 2
288,tot3_2025,tot3_2025_shuf,S4,totalistic_3state,3,500,6173005737614514245,2a043b69e9a3de6a,2a043b69e9a3de6a,1 0 0 0 0,0 0 0 0 0
289,tot3_2029,tot3_2029_shuf,S4,totalistic_3state,3,500,231091476335597116,1729ce92c1f03d13,1729ce92c1f03d13,1 1 0 1 0,0 1 1 0 0
290,tot3_2041,tot3_2041_shuf,S4,totalistic_3state,3,500,5626164637608786363,bb48751b22554a0a,bb48751b22554a0a,1 2 2 2 2,2 2 2 1 2
291,tot3_2059,tot3_2059_shuf,S4,totalistic_3state,3,500,5283371513695555172,bbc977f4c434de48,bbc977f4c434de48,1 2 2 2 2,2 2 2 2 2
292,tot3_2062,tot3_2062_shuf,S4,totalistic_3state,3,500,14903582038511752250,32589b87c33b18ad,32589b87c33b18ad,1 0 1 0 1,1 1 1 1 1
293,tot3_2076,tot3_2076_shuf,S4,totalistic_3state,3,500,10325903714351561453,1c6ddcea5e0c7bee,1c6ddcea5e0c7bee,1 2 2 1 2,2 2 2 1 1
294,tot3_2084,tot3_2084_shuf,S4,totalistic_3state,3,500,14497610111850088000,421e6ba443857018,421e6ba443857018,1 1 2 1 2,2 2 2 2 2
295,tot3_2097,tot3_2097_shuf,S4,totalistic_3state,3,500,12404950903173956455,2a043b69e9a3de6a,2a043b69e9a3de6a,1 0 0 0 0,0 0 0 0 0
296,tot3_2125,tot3_2125_shuf,S4,totalistic_3state,3,500,17083666914111143912,38deeb2548de64da,38deeb2548de64da,1 0 1 0 1,2 2 2 2 2
297,tot3_2134,tot3_2134_shuf,S4,totalistic_3state,3,500,3090951900583133311,f20451d55ca74397,f20451d55ca74397,1 0 1 0 1,1 1 1 1 1
298,tot3_2151,tot3_2151_shuf,S4,totalistic_3state,3,500,9571881173276673513,2a043b69e9a3de6a,2a043b69e9a3de6a,1 0 0 0 0,0 0 0 0 0
299,tot3_2152,tot3_2152_shuf,S4,totalistic_3state,3,500,3410449938967724889,9b8bcdd49ee9ec57,9b8bcdd49ee9ec57,1 0 1 0 2,2 2 2 2 2
300,tot3_2175,tot3_2175_shuf,S4,totalistic_3state,3,500,10560077832611641506,bbc977f4c434de48,bbc977f4c434de48,1 2 2 2 2,2 2 2 2 2
301,eca_009,eca_009_shuf,S2,eca256,2,500,15673689361417340738,1729ce92c1f03d13,1729ce92c1f03d13,1 0 1 0 1,1 1 1 1 0
302,eca_021,eca_021_shuf,S2,eca256,2,500,7282029407142163783,1729ce92c1f03d13,1729ce92c1f03d13,1 1 0 1 0,1 0 0 1 0
303,eca_025,eca_025_shuf,S2,eca256,2,500,5620269767378144414,3c4699f5b495624b,3c4699f5b495624b,1 0 0 0 1,1 0 1 0 1
304,eca_031,eca_031_shuf,S2,eca256,2,500,11856741082657972665,1729ce92c1f03d13,1729ce92c1f03d13,1 1 0 1 0,1 0 0 1 0
305,eca_043,eca_043_shuf,S2,eca256,2,500,13849860145665723383,f64da1c142bddcd2,f64da1c142bddcd2,1 0 0 1 0,0 1 0 0 0
306,eca_055,eca_055_shuf,S2,eca256,2,500,873737750998240234,1729ce92c1f03d13,1729ce92c1f03d13,1 1 0 1 0,1 1 1 1 0
307,eca_065,eca_065_shuf,S2,eca256,2,500,16718827701856174219,1729ce92c1f03d13,1729ce92c1f03d13,1 0 1 0 1,1 0 1 0 1
308,eca_083,eca_083_shuf,S2,eca256,2,500,16938077764591719258,f64da1c142bddcd2,f64da1c142bddcd2,1 0 0 1 0,0 0 0 1 0
309,eca_085,eca_085_shuf,S2,eca256,2,500,9515391433767517919,1729ce92c1f03d13,1729ce92c1f03d13,1 1 0 1 0,1 1 0 1 1
310,eca_095,eca_095_shuf,S2,eca256,2,500,11386850376383609190,1729ce92c1f03d13,1729ce92c1f03d13,1 1 0 1 0,0 1 0 1 0
311,eca_099,eca_099_shuf,S2,eca256,2,500,2553467202968082586,1c3f516659589b12,1c3f516659589b12,1 0 0 1 0,0 0 1 0 0
312,eca_115,eca_115_shuf,S2,eca256,2,500,2954941313826059961,1729ce92c1f03d13,1729ce92c1f03d13,1 0 1 1 0,1 0 0 1 0
313,eca_117,eca_117_shuf,S2,eca256,2,500,310492784295683600,1729ce92c1f03d13,1729ce92c1f03d13,1 1 0 1 0,0 0 1 1 1
314,eca_121,eca_121_shuf,S2,eca256,2,500,9870432924391283678,0326f5fef3e717c1,0326f5fef3e717c1,1 0 0 1 1,1 0 0 1 0
315,eca_122,eca_122_shuf,S2,eca256,2,500,9156884083016651523,f64da1c142bddcd2,f64da1c142bddcd2,1 0 1 0 1,1 1 1 1 1
316,eca_149,eca_149_shuf,S2,eca256,2,500,8945916427713901988,058ec7d6c4c281fd,058ec7d6c4c281fd,1 1 0 0 1,1 1 0 1 0
317,eca_163,eca_163_shuf,S2,eca256,2,500,11393097019147905423,f64da1c142bddcd2,f64da1c142bddcd2,1 0 0 1 0,0 0 0 0 1
318,eca_178,eca_178_shuf,S2,eca256,2,500,8304562650232643515,f64da1c142bddcd2,f64da1c142bddcd2,1 0 1 0 1,1 1 0 1 0
319,eca_193,eca_193_shuf,S2,eca256,2,500,17096575958111723638,b2f0d886a04a3a08,b2f0d886a04a3a08,1 0 1 0 1,1 0 1 1 1
320,eca_214,eca_214_shuf,S2,eca256,2,500,10057953128188225139,07877dc5940be218,07877dc5940be218,1 1 1 0 1,0 0 1 1 1
